year,race,driver,real_time_seconds,Driver_x,Event,HistAvgGapToPole,Driver_y,DriverOverallAvg,BaselinePredGap,ActualPole2025,ActualGapToPole2025,BaselineError
2025,Austrian Grand Prix,LAW,64.926,,,,LAW,2.5228181818181836,2.5228181818181836,63.971,0.9550000000000054,1.5678181818181782
2025,Austrian Grand Prix,LEC,64.492,LEC,Austrian Grand Prix,0.44516666666666654,LEC,0.7576015625000003,0.44516666666666654,63.971,0.5210000000000079,0.07583333333334136
2025,Austrian Grand Prix,NOR,63.971,NOR,Austrian Grand Prix,0.6413333333333355,NOR,1.0998046875000003,0.6413333333333355,63.971,0.0,0.6413333333333355
2025,Austrian Grand Prix,OCO,65.364,OCO,Austrian Grand Prix,1.1598000000000028,OCO,1.7903238095238099,1.1598000000000028,63.971,1.3930000000000078,0.23320000000000496
2025,Austrian Grand Prix,PIA,64.554,PIA,Austrian Grand Prix,0.9740000000000038,PIA,0.7748913043478266,0.9740000000000038,63.971,0.5830000000000055,0.39099999999999824
2025,Austrian Grand Prix,RUS,64.763,RUS,Austrian Grand Prix,1.3286666666666669,RUS,1.7283437499999998,1.3286666666666669,63.971,0.7920000000000087,0.5366666666666582
2025,Austrian Grand Prix,SAI,65.582,SAI,Austrian Grand Prix,0.6883333333333349,SAI,0.9011746031746035,0.6883333333333349,63.971,1.610999999999997,0.9226666666666622
2025,Austrian Grand Prix,STR,65.329,STR,Austrian Grand Prix,1.256999999999999,STR,2.286904,1.256999999999999,63.971,1.357999999999997,0.10099999999999798
2025,Austrian Grand Prix,TSU,65.369,TSU,Austrian Grand Prix,1.1307500000000026,TSU,1.9705172413793104,1.1307500000000026,63.971,1.3980000000000032,0.26725000000000065
2025,Austrian Grand Prix,VER,64.836,VER,Austrian Grand Prix,0.16233333333333277,VER,0.3226587301587303,0.16233333333333277,63.971,0.865000000000002,0.7026666666666692
2025,British Grand Prix,ALB,85.889,ALB,British Grand Prix,1.6147999999999996,ALB,1.749718446601942,1.6147999999999996,84.892,0.9969999999999999,0.6177999999999997
2025,British Grand Prix,ALO,85.593,ALO,British Grand Prix,1.3852500000000028,ALO,1.1108,1.3852500000000028,84.892,0.7010000000000076,0.6842499999999951
2025,British Grand Prix,ANT,85.374,,,,,,,84.892,0.4819999999999993,
2025,British Grand Prix,BEA,85.471,,,,BEA,3.532333333333336,3.532333333333336,84.892,0.5790000000000077,2.9533333333333283
2025,British Grand Prix,BOR,86.446,,,,,,,84.892,1.554000000000002,
2025,British Grand Prix,COL,87.06,,,,COL,2.2035555555555564,2.2035555555555564,84.892,2.1680000000000064,0.03555555555555001
2025,British Grand Prix,GAS,85.711,GAS,British Grand Prix,3.548666666666667,GAS,1.7837499999999997,3.548666666666667,84.892,0.8190000000000026,2.7296666666666645
2025,British Grand Prix,HAD,85.864,,,,,,,84.892,0.9720000000000084,
2025,British Grand Prix,HAM,85.084,HAM,British Grand Prix,0.32783333333333076,HAM,0.6594803149606296,0.32783333333333076,84.892,0.19200000000000728,0.13583333333332348
2025,British Grand Prix,HUL,86.574,HUL,British Grand Prix,1.5029999999999966,HUL,1.9244583333333343,1.5029999999999966,84.892,1.6820000000000022,0.1790000000000056
2025,British Grand Prix,LAW,86.44,,,,LAW,2.5228181818181836,2.5228181818181836,84.892,1.5480000000000018,0.9748181818181818
2025,British Grand Prix,LEC,85.121,LEC,British Grand Prix,0.7364999999999995,LEC,0.7576015625000003,0.7364999999999995,84.892,0.2289999999999992,0.5075000000000003
2025,British Grand Prix,NOR,85.01,NOR,British Grand Prix,1.0294999999999987,NOR,1.0998046875000003,1.0294999999999987,84.892,0.11800000000000921,0.9114999999999895
2025,British Grand Prix,OCO,85.95,OCO,British Grand Prix,3.359600000000003,OCO,1.7903238095238099,3.359600000000003,84.892,1.058000000000007,2.301599999999996
2025,British Grand Prix,PIA,84.995,PIA,British Grand Prix,0.394999999999996,PIA,0.7748913043478266,0.394999999999996,84.892,0.10300000000000864,0.2919999999999874
2025,British Grand Prix,RUS,85.029,RUS,British Grand Prix,1.2345000000000017,RUS,1.7283437499999998,1.2345000000000017,84.892,0.13700000000000045,1.0975000000000013
2025,British Grand Prix,SAI,85.746,SAI,British Grand Prix,0.962666666666666,SAI,0.9011746031746035,0.962666666666666,84.892,0.8539999999999992,0.1086666666666668
2025,British Grand Prix,STR,86.504,STR,British Grand Prix,2.021500000000001,STR,2.286904,2.021500000000001,84.892,1.612000000000009,0.409499999999992
2025,British Grand Prix,TSU,85.826,TSU,British Grand Prix,2.384750000000004,TSU,1.9705172413793104,2.384750000000004,84.892,0.9339999999999975,1.4507500000000064
2025,British Grand Prix,VER,84.892,VER,British Grand Prix,0.2958333333333343,VER,0.3226587301587303,0.2958333333333343,84.892,0.0,0.2958333333333343
2025,Belgian Grand Prix,ALB,101.201,ALB,Belgian Grand Prix,4.283399999999995,ALB,1.749718446601942,4.283399999999995,100.562,0.6389999999999958,3.644399999999999
2025,Belgian Grand Prix,ALO,102.385,ALO,Belgian Grand Prix,1.664249999999992,ALO,1.1108,1.664249999999992,100.562,1.8230000000000075,0.1587500000000155
2025,Belgian Grand Prix,ANT,102.139,,,,,,,100.562,1.5769999999999982,
2025,Belgian Grand Prix,BEA,101.617,,,,BEA,3.532333333333336,3.532333333333336,100.562,1.0550000000000068,2.477333333333329
2025,Belgian Grand Prix,BOR,101.336,,,,,,,100.562,0.7740000000000009,
2025,Belgian Grand Prix,COL,102.022,,,,COL,2.2035555555555564,2.2035555555555564,100.562,1.460000000000008,0.7435555555555484
2025,Belgian Grand Prix,GAS,101.633,GAS,Belgian Grand Prix,2.8274999999999983,GAS,1.7837499999999997,2.8274999999999983,100.562,1.070999999999998,1.7565000000000004
2025,Belgian Grand Prix,HAD,101.281,,,,,,,100.562,0.7190000000000083,
2025,Belgian Grand Prix,HAM,101.664,HAM,Belgian Grand Prix,0.7194999999999941,HAM,0.6594803149606296,0.7194999999999941,100.562,1.1020000000000039,0.3825000000000097
2025,Belgian Grand Prix,HUL,101.707,HUL,Belgian Grand Prix,7.389999999999996,HUL,1.9244583333333343,7.389999999999996,100.562,1.144999999999996,6.245
2025,Belgian Grand Prix,LAW,101.297,,,,LAW,2.5228181818181836,2.5228181818181836,100.562,0.7349999999999994,1.7878181818181842
2025,Belgian Grand Prix,LEC,100.9,LEC,Belgian Grand Prix,0.9568333333333309,LEC,0.7576015625000003,0.9568333333333309,100.562,0.33800000000000807,0.6188333333333228
2025,Belgian Grand Prix,NOR,100.562,NOR,Belgian Grand Prix,1.3323333333333263,NOR,1.0998046875000003,1.3323333333333263,100.562,0.0,1.3323333333333263
