Driver,Team,Year,Event,CircuitName,TrackLength_m,NumCorners,CornerDensity,GapToPole,TeamYearStrength,DriverSkillDelta,DriverCircuitAffinity,TyreConditionScore,CompoundPenalty,TyreLifePenalty,WeatherGripPenalty,TrackTempPenalty,RainfallPenalty,TrackTemp,Humidity,IsStreetCircuit,SpeedClassNum,NormTrackLength,NormNumCorners,NormCornerDensity,Altitude_m,DRSZones,CircuitArchetype,QualiSegmentNum,S1_share,S2_share,S3_share,LapTime_sec,PoleLapTime,Compound,TyreLife,QualiSegment
COL,Williams,2024,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,1.7340000000000089,1.341750000000001,0.04550000000000409,1.733000000000004,0.05,0.0,0.05,0.0,0.0,0.0,50.8,37.0,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,1,0.3283083110250305,0.33826377666201995,0.33342791231294944,81.061,79.327,SOFT,2.0,Q1
COL,Williams,2024,Las Vegas Grand Prix,Las Vegas,6353.0,14.0,0.0022036832992287,1.4339999999999975,1.341750000000001,0.04550000000000409,1.2710000000000008,0.1,0.0,0.1,0.512,0.512,0.0,14.4,25.0,1,2,1.7141965277960156,-0.7429799002383637,-1.4704238825178961,600.0,2.0,Street-Fast,2,0.28388411238879524,0.3347769504832206,0.3813389371279841,93.746,92.312,SOFT,3.0,Q2
COL,Williams,2024,Mexico City Grand Prix,Hermanos Rodriguez,4309.0,17.0,0.0039452309120445,1.612000000000009,1.341750000000001,0.04550000000000409,1.8430000000000035,0.05,0.0,0.05,0.0,0.0,0.0,41.8,40.0,0,1,-0.7719306088718323,0.0817929627016799,0.6074479515566137,2240.0,2.0,Permanent-Medium,1,0.35831248871812066,0.3846411717682251,0.2570463395136543,77.558,75.946,SOFT,2.0,Q1
COL,Williams,2024,Qatar Grand Prix,Losail,5380.0,16.0,0.0029739776951672,2.073999999999998,1.341750000000001,0.04550000000000409,1.8430000000000035,0.1,0.0,0.1,0.41600000000000004,0.36600000000000005,0.0,21.7,60.0,0,1,0.5307318976698825,-0.1931313249450013,-0.5513717604354108,20.0,2.0,Permanent-Medium,1,0.36896142576942637,0.33780904181901833,0.29322953241155536,82.594,80.52,SOFT,3.0,Q1
COL,Williams,2024,Singapore Grand Prix,Marina Bay,4956.5492831458605,23.0,0.0046403250903221,0.9559999999999889,1.341750000000001,0.04550000000000409,0.9559999999999889,0.05,0.0,0.05,0.30299999999999994,0.15799999999999997,0.0,32.1,79.0,1,0,0.01568673220387009,1.731338688581767,1.436777339075894,10.0,1.0,Street-Slow,2,0.2966479150318852,0.4198008421657586,0.2835512428023563,90.481,89.525,SOFT,2.0,Q2
COL,Williams,2024,São Paulo Grand Prix,Interlagos,4309.0,15.0,0.0034810860988628,7.864999999999995,1.341750000000001,0.04550000000000409,1.8430000000000035,2.6,2.5,0.1,4.0729999999999995,0.348,3.5,22.6,95.0,0,1,-0.7719306088718323,-0.4680556125916825,0.05366841251622112,800.0,2.0,Permanent-Medium,1,0.2537416456667032,0.5338446367919361,0.21241371754136082,91.27,83.405,WET,3.0,Q1
COL,Williams,2024,United States Grand Prix,COTA,5337.916050454483,20.0,0.0037467805433727,1.7319999999999993,1.341750000000001,0.04550000000000409,1.733000000000004,0.05,0.0,0.05,0.015999999999999945,0.015999999999999945,0.0,39.2,39.0,0,2,0.4795449852514533,0.9065658256417235,0.37067324124127227,230.0,3.0,Permanent-Fast,1,0.2712785184240182,0.39964066254172775,0.32908081903425396,94.062,92.33,SOFT,2.0,Q1
DEV,RB,2023,Australian Grand Prix,Albert Park,4843.53245567963,14.0,0.0028904523977295,1.6029999999999944,1.5255000000000045,0.16275000000000261,1.5570000000000022,0.05,0.0,0.05,0.33,0.32,0.0,24.0,52.0,1,1,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,31.0,2.0,Street-Medium,2,0.3474181400395736,0.2277781323801621,0.42480372758026425,78.335,76.732,SOFT,2.0,Q2
DEV,RB,2023,Austrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,1.5829999999999984,1.5255000000000045,0.16275000000000261,2.3100000000000023,0.05,0.0,0.05,0.015999999999999945,0.015999999999999945,0.0,39.2,41.0,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,1,0.2542668323885167,0.4444478127747295,0.3012853548367539,65.974,64.391,SOFT,2.0,Q1
DEV,RB,2023,Azerbaijan Grand Prix,Baku City,4978.250124294395,20.0,0.0040174759203837,15.078999999999994,1.5255000000000045,0.16275000000000261,8.528999999999996,0.05,0.0,0.05,0.18599999999999994,0.045999999999999944,0.0,37.7,78.0,1,2,0.042081570788943895,0.9065658256417235,0.6936447726344993,28.0,2.0,Street-Fast,1,0.3574105237591298,0.41200707829496364,0.23058239794590654,115.282,100.203,SOFT,2.0,Q1
DEV,RB,2023,Bahrain Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,2.4129999999999967,1.5255000000000045,0.16275000000000261,2.4129999999999967,0.05,0.0,0.05,0.226,0.226,0.0,28.7,16.0,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,1,0.31895007652978147,0.43023849068073505,0.25081143278948337,92.121,89.708,SOFT,2.0,Q1
DEV,RB,2023,British Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,3.7930000000000064,1.5255000000000045,0.16275000000000261,2.3100000000000023,0.05,0.0,0.05,0.517,0.36200000000000004,0.0,21.9,81.0,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,1,0.3123971142266857,0.4013788074641212,0.28622407830919316,90.513,86.72,SOFT,2.0,Q1
DEV,RB,2023,Canadian Grand Prix,Gilles Villeneuve,3927.405044134453,14.0,0.0035646947138566,4.412000000000006,1.5255000000000045,0.16275000000000261,2.4129999999999967,1.6,1.5,0.1,0.6020000000000001,0.42200000000000004,0.0,18.9,86.0,0,1,-1.2360664087705144,-0.7429799002383637,0.15342335743024896,22.0,2.0,Permanent-Medium,1,0.2897626808761442,0.3201101795830978,0.390127139540758,83.137,78.725,INTERMEDIATE,3.0,Q1
DEV,RB,2023,Miami Grand Prix,Miami,5412.0,19.0,0.003510716925351,1.51100000000001,1.5255000000000045,0.16275000000000261,1.5570000000000022,0.05,0.0,0.05,0.045,0.0,0.0,42.5,59.0,1,1,0.5696536532341541,0.6316415379950423,0.08902148545382091,3.0,3.0,Street-Medium,2,0.3343221058590433,0.38135295782621,0.28432493631474665,88.325,86.814,SOFT,2.0,Q2
DEV,RB,2023,Monaco Grand Prix,Monaco,2982.89347053333,19.0,0.0063696542259026,1.0630000000000024,1.5255000000000045,0.16275000000000261,1.0630000000000024,0.05,0.0,0.05,0.0,0.0,0.0,45.1,33.0,1,0,-2.3848804273745277,0.6316415379950423,3.5000710878223424,10.0,1.0,Street-Slow,2,0.2609488043298172,0.47367040371127195,0.26538079195891096,72.428,71.365,SOFT,2.0,Q2
DEV,RB,2023,Saudi Arabian Grand Prix,Jeddah,6174.0,27.0,0.0043731778425655,1.9789999999999992,1.5255000000000045,0.16275000000000261,8.528999999999996,0.15000000000000002,0.0,0.15000000000000002,0.15599999999999994,0.15599999999999994,0.0,32.2,44.0,1,2,1.4964779576083713,2.8310358391684916,1.1180391446222482,15.0,3.0,Street-Fast,1,0.36317095873409866,0.31526749700811135,0.32156154425779,90.244,88.265,SOFT,4.0,Q1
DEV,RB,2023,Spanish Grand Prix,Barcelona-Catalunya,4348.990357163425,16.0,0.003679014825509,1.3089999999999975,1.5255000000000045,0.16275000000000261,2.4129999999999967,0.05,0.0,0.05,0.426,0.306,0.0,24.7,74.0,0,1,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,110.0,1.0,Permanent-Medium,2,0.29744091545371765,0.40093230589418466,0.30162677865209764,73.581,72.272,SOFT,2.0,Q2
DEV,Williams,2022,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,2.3100000000000023,2.610999999999997,-0.057999999999992724,2.3100000000000023,0.05,0.0,0.05,0.0,0.0,0.0,41.1,33.0,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,2,0.32821234130785365,0.33751258017969954,0.3342750785124468,82.471,80.161,SOFT,2.0,Q2
DOO,Alpine,2024,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,1.5100000000000051,1.4804999999999957,0.5605000000000047,1.5100000000000051,0.05,0.0,0.05,0.28200000000000003,0.20200000000000004,0.0,29.9,66.0,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,1,0.2056595921764461,0.4311039771713929,0.363236430652161,84.105,82.595,SOFT,2.0,Q1
FIT,Haas,2020,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,2.9270000000000067,2.4144999999999968,0.2577500000000015,2.488000000000003,0.05,0.0,0.05,0.261,0.204,0.0,29.8,61.4,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,1,0.17884754464058344,0.4249335356971876,0.39621891966222894,98.173,95.246,SOFT,2.0,Q1
FIT,Haas,2020,Sakhir Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,2.0489999999999995,2.4144999999999968,0.2577500000000015,2.488000000000003,0.1,0.0,0.1,0.3975,0.264,0.0,26.8,76.7,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,1,0.34741817919388013,0.35068379460902827,0.3018980261970916,55.426,53.377,SOFT,3.0,Q1
GAS,Alpine,2023,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,0.6330000000000098,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.259,0.174,0.0,31.3,67.0,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,3,0.2045957325340755,0.4292561668926473,0.3661481005732772,84.078,83.445,SOFT,2.0,Q3
GAS,Alpine,2023,Australian Grand Prix,Albert Park,4843.53245567963,14.0,0.0028904523977295,0.8419999999999987,1.1500000000000057,-0.03549999999999898,0.8939999999999912,0.30000000000000004,0.0,0.30000000000000004,0.33,0.32,0.0,24.0,52.0,1,1,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,31.0,2.0,Street-Medium,3,0.34757779668445615,0.2252172119524583,0.4272049913630856,77.574,76.732,SOFT,7.0,Q3
GAS,Alpine,2023,Austrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,0.7789999999999964,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.05,0.0,0.05,0.06200000000000003,0.06200000000000003,0.0,36.9,46.0,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,3,0.2533067362283259,0.4460181064907166,0.30067515728095745,65.17,64.391,SOFT,2.0,Q3
GAS,Alpine,2023,Azerbaijan Grand Prix,Baku City,4978.250124294395,20.0,0.0040174759203837,4.6499999999999915,1.1500000000000057,-0.03549999999999898,1.054000000000002,0.05,0.0,0.05,0.178,0.03799999999999997,0.0,38.1,78.0,1,2,0.042081570788943895,0.9065658256417235,0.6936447726344993,28.0,2.0,Street-Fast,1,0.35584103459128497,0.4046331530809801,0.239525812327735,104.853,100.203,SOFT,2.0,Q1
GAS,Alpine,2023,Bahrain Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,2.472999999999999,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.226,0.226,0.0,28.7,16.0,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,1,0.31817836647465314,0.4313687202351895,0.2504529132901574,92.181,89.708,SOFT,2.0,Q1
GAS,Alpine,2023,Belgian Grand Prix,Spa-Francorchamps,6775.131165030146,19.0,0.0028043737511782,7.503,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.15000000000000002,0.0,0.15000000000000002,0.514,0.324,0.0,23.8,88.0,0,2,2.227636715963657,0.6316415379950423,-0.7537292817396346,300.0,2.0,Permanent-Fast,2,0.2840918088166727,0.45114409128097754,0.2647640999023498,113.671,106.168,SOFT,4.0,Q2
GAS,Alpine,2023,British Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,0.9689999999999941,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.05,0.0,0.05,0.38,0.27,0.0,26.5,72.0,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,3,0.3155241820524809,0.40712061946196215,0.2773551984855569,87.689,86.72,SOFT,2.0,Q3
GAS,Alpine,2023,Canadian Grand Prix,Gilles Villeneuve,3927.405044134453,14.0,0.0035646947138566,4.161000000000001,1.1500000000000057,-0.03549999999999898,1.1839999999999975,1.8,1.5,0.30000000000000004,0.613,0.428,0.0,18.6,87.0,0,1,-1.2360664087705144,-0.7429799002383637,0.15342335743024896,22.0,2.0,Permanent-Medium,1,0.2891320609029269,0.32069348261467556,0.39017445648239757,82.886,78.725,INTERMEDIATE,7.0,Q1
GAS,Alpine,2023,Dutch Grand Prix,Zandvoort,4259.0,14.0,0.0032871566095327,9.561000000000007,1.1500000000000057,-0.03549999999999898,1.1839999999999975,1.65,1.5,0.15000000000000002,0.482,0.332,0.0,23.4,80.0,0,1,-0.8327458519410066,-0.7429799002383637,-0.1777123552044761,2.0,2.0,Permanent-Medium,2,0.34209015575079876,0.3443740015974441,0.3135358426517572,80.128,70.567,INTERMEDIATE,4.0,Q2
GAS,Alpine,2023,Hungarian Grand Prix,Hungaroring,4122.248439558155,14.0,0.0033962048152295,1.608000000000004,1.1500000000000057,-0.03549999999999898,1.8344999999999985,0.45,0.4,0.05,0.0,0.0,0.0,43.5,36.0,0,0,-0.9990774397082004,-0.7429799002383637,-0.04760497628108983,150.0,1.0,Permanent-Slow,2,0.3615837989183937,0.35645703619417773,0.28195916488742856,78.217,76.609,MEDIUM,2.0,Q2
GAS,Alpine,2023,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,2.2510000000000048,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.8500000000000001,0.8,0.05,0.02200000000000003,0.02200000000000003,0.0,38.9,41.0,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,1,0.3285359500878309,0.3397783027439578,0.3316857471682113,82.545,80.294,HARD,2.0,Q1
GAS,Alpine,2023,Japanese Grand Prix,Suzuka,5650.500064177964,18.0,0.0031855587639248,1.632000000000005,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.05,0.0,0.05,0.08799999999999997,0.08799999999999997,0.0,35.6,49.0,0,2,0.8597424407340858,0.3567172503483611,-0.29893057527368244,50.0,2.0,Permanent-Fast,2,0.347191991956601,0.45288313869338964,0.1999248693500094,90.509,88.877,SOFT,2.0,Q2
GAS,Alpine,2023,Las Vegas Grand Prix,Las Vegas,6353.0,14.0,0.0022036832992287,0.5130000000000052,1.1500000000000057,-0.03549999999999898,1.054000000000002,0.1,0.0,0.1,0.521,0.466,0.0,16.7,61.0,1,2,1.7141965277960156,-0.7429799002383637,-1.4704238825178961,600.0,2.0,Street-Fast,3,0.28330419674170676,0.3326826757043726,0.38401312755392053,93.239,92.726,SOFT,3.0,Q3
GAS,Alpine,2023,Mexico City Grand Prix,Hermanos Rodriguez,4309.0,17.0,0.0039452309120445,1.355000000000004,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.0,0.0,0.0,44.2,27.0,0,1,-0.7719306088718323,0.0817929627016799,0.6074479515566137,2240.0,2.0,Permanent-Medium,2,0.3537142929916838,0.38703022121470687,0.25925548579360935,78.521,77.166,SOFT,2.0,Q2
GAS,Alpine,2023,Miami Grand Prix,Miami,5412.0,19.0,0.003510716925351,0.7980000000000018,1.1500000000000057,-0.03549999999999898,0.8939999999999912,0.05,0.0,0.05,0.045,0.0,0.0,42.7,59.0,1,1,0.5696536532341541,0.6316415379950423,0.08902148545382091,3.0,3.0,Street-Medium,3,0.33471442268182444,0.38014198968177876,0.28514358763639686,87.612,86.814,SOFT,2.0,Q3
GAS,Alpine,2023,Monaco Grand Prix,Monaco,2982.89347053333,19.0,0.0063696542259026,0.568000000000012,1.1500000000000057,-0.03549999999999898,1.2900000000000063,0.05,0.0,0.05,0.0,0.0,0.0,44.9,33.0,1,0,-2.3848804273745277,0.6316415379950423,3.5000710878223424,10.0,1.0,Street-Slow,3,0.2619242906593636,0.47270376600447644,0.26537194333616004,71.933,71.365,SOFT,2.0,Q3
GAS,Alpine,2023,Qatar Grand Prix,Losail,5380.0,16.0,0.0029739776951672,0.7749999999999915,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.155,0.12,0.0,34.0,57.0,0,1,0.5307318976698825,-0.1931313249450013,-0.5513717604354108,20.0,2.0,Permanent-Medium,3,0.36948422882688964,0.3367118848532873,0.29380388631982307,84.553,83.778,SOFT,2.0,Q3
GAS,Alpine,2023,Saudi Arabian Grand Prix,Jeddah,6174.0,27.0,0.0043731778425655,1.0919999999999987,1.1500000000000057,-0.03549999999999898,1.054000000000002,0.1,0.0,0.1,0.184,0.184,0.0,30.8,45.0,1,2,1.4964779576083713,2.8310358391684916,1.1180391446222482,15.0,3.0,Street-Fast,2,0.36262408093378246,0.31734503172666945,0.3200308873395481,89.357,88.265,SOFT,3.0,Q2
GAS,Alpine,2023,Singapore Grand Prix,Marina Bay,4956.5492831458605,23.0,0.0046403250903221,1.2900000000000063,1.1500000000000057,-0.03549999999999898,1.2900000000000063,0.05,0.0,0.05,0.26400000000000007,0.12400000000000005,0.0,33.8,78.0,1,0,0.01568673220387009,1.731338688581767,1.436777339075894,10.0,1.0,Street-Slow,2,0.29453583891453716,0.423456228189956,0.28200793289550685,92.274,90.984,SOFT,2.0,Q2
GAS,Alpine,2023,Spanish Grand Prix,Barcelona-Catalunya,4348.990357163425,16.0,0.003679014825509,0.5439999999999969,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.38,0.29,0.0,25.5,68.0,0,1,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,110.0,1.0,Permanent-Medium,3,0.29867062184135357,0.40116183256427157,0.30016754559437486,72.816,72.272,SOFT,2.0,Q3
GAS,Alpine,2023,São Paulo Grand Prix,Interlagos,4309.0,15.0,0.0034810860988628,0.5459999999999923,1.1500000000000057,-0.03549999999999898,1.1839999999999975,0.05,0.0,0.05,0.15,0.09,0.0,35.5,62.0,0,1,-0.7719306088718323,-0.4680556125916825,0.05366841251622112,800.0,2.0,Permanent-Medium,2,0.26000821913925776,0.5064123457140023,0.23357943514674,70.567,70.021,SOFT,2.0,Q2
GAS,Alpine,2023,United States Grand Prix,COTA,5337.916050454483,20.0,0.0037467805433727,0.36599999999999966,1.1500000000000057,-0.03549999999999898,1.3970000000000056,0.05,0.0,0.05,0.004000000000000057,0.004000000000000057,0.0,39.8,13.0,0,2,0.4795449852514533,0.9065658256417235,0.37067324124127227,230.0,3.0,Permanent-Fast,3,0.2668447454490004,0.4026543553933683,0.33050089915763126,95.089,94.723,SOFT,2.0,Q3
GAS,Alpine,2024,Abu Dhabi Grand Prix,Yas Marina,5333.449274375974,21.0,0.0039374144047628,0.3889999999999958,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.05,0.0,0.05,0.289,0.22399999999999998,0.0,28.8,63.0,0,1,0.4741120237924506,1.1814901132884046,0.59812193588988,10.0,2.0,Permanent-Medium,3,0.20583485973199653,0.43226405090137865,0.3619010893666249,82.984,82.595,SOFT,2.0,Q3
GAS,Alpine,2024,Australian Grand Prix,Albert Park,4843.53245567963,14.0,0.0028904523977295,2.066999999999993,1.4804999999999957,-0.005500000000004945,0.8939999999999912,0.1,0.0,0.1,0.12000000000000001,0.1,0.0,35.0,54.0,1,1,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,31.0,2.0,Street-Medium,1,0.34516939806622043,0.2261034597727681,0.42872714216101154,77.982,75.915,SOFT,3.0,Q1
GAS,Alpine,2024,Austrian Grand Prix,Red Bull Ring,3999.68196710701,10.0,0.0025001987863632,1.0450000000000017,1.4804999999999957,-0.005500000000004945,1.3970000000000056,0.05,0.0,0.05,0.0,0.0,0.0,46.6,38.0,0,2,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,700.0,2.0,Permanent-Fast,2,0.25289554613748677,0.446181857127557,0.30092259673495614,65.359,64.314,SOFT,2.0,Q2
GAS,Alpine,2024,Azerbaijan Grand Prix,Baku City,4978.250124294395,20.0,0.0040174759203837,1.722999999999999,1.4804999999999957,-0.005500000000004945,1.054000000000002,0.05,0.0,0.05,0.045999999999999944,0.045999999999999944,0.0,37.7,38.0,1,2,0.042081570788943895,0.9065658256417235,0.6936447726344993,28.0,2.0,Street-Fast,2,0.35285387241968025,0.4057019245693,0.2414442030110197,103.088,101.365,SOFT,2.0,Q2
GAS,Alpine,2024,Bahrain Grand Prix,Bahrain International,5006.652008539475,15.0,0.0029960140977275,1.782999999999987,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.05,0.0,0.05,0.368,0.368,0.0,21.6,47.0,0,1,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,35.0,2.0,Permanent-Medium,1,0.32049082992479216,0.42849760302590484,0.2510115670493029,90.948,89.165,SOFT,2.0,Q1
GAS,Alpine,2024,Belgian Grand Prix,Spa-Francorchamps,6775.131165030146,19.0,0.0028043737511782,1.475999999999999,1.4804999999999957,-0.005500000000004945,1.3970000000000056,1.55,1.5,0.05,4.0760000000000005,0.36600000000000005,3.5,21.7,92.0,0,2,2.227636715963657,0.6316415379950423,-0.7537292817396346,300.0,2.0,Permanent-Fast,2,0.2815719457408296,0.4510577048894317,0.26737034936973875,114.635,113.159,INTERMEDIATE,2.0,Q2
GAS,Alpine,2024,British Grand Prix,Silverstone,5729.156782444218,18.0,0.003141823602237,13.985,1.4804999999999957,-0.005500000000004945,1.3970000000000056,1.55,1.5,0.05,0.478,0.33799999999999997,0.0,23.1,78.0,0,2,0.9554129895418016,0.3567172503483611,-0.3511117846537936,140.0,2.0,Permanent-Fast,1,0.31679091018396055,0.4058554767343994,0.27735361308164,99.804,85.819,INTERMEDIATE,2.0,Q1
GAS,Alpine,2024,Canadian Grand Prix,Gilles Villeneuve,3927.405044134453,14.0,0.0035646947138566,1.1979999999999933,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.1,0.0,0.1,0.251,0.18600000000000003,0.0,30.7,63.0,0,1,-1.2360664087705144,-0.7429799002383637,0.15342335743024896,22.0,2.0,Permanent-Medium,2,0.2802988757883192,0.31669865642994244,0.4030024677817384,72.94,71.742,SOFT,3.0,Q2
GAS,Alpine,2024,Chinese Grand Prix,Shanghai International,5161.238099433068,16.0,0.0031000313668453,1.6270000000000095,1.4804999999999957,-0.005500000000004945,1.3970000000000056,0.05,0.0,0.05,0.13799999999999996,0.10799999999999997,0.0,34.6,56.0,0,2,0.2646507345248319,-0.1931313249450013,-0.4009748536645922,5.0,3.0,Permanent-Fast,2,0.2641178754709457,0.3018669912999674,0.43401513322908686,95.287,93.66,SOFT,2.0,Q2
GAS,Alpine,2024,Dutch Grand Prix,Zandvoort,4259.0,14.0,0.0032871566095327,1.141999999999996,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.05,0.0,0.05,0.313,0.22799999999999998,0.0,28.6,67.0,0,1,-0.8327458519410066,-0.7429799002383637,-0.1777123552044761,2.0,2.0,Permanent-Medium,3,0.34093059380074847,0.35661936030502017,0.30245004589423147,70.815,69.673,SOFT,2.0,Q3
GAS,Alpine,2024,Emilia Romagna Grand Prix,Imola,4909.0,19.0,0.003870442045223,1.2690000000000055,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.05,0.0,0.05,0.0,0.0,0.0,42.5,42.0,0,1,-0.04214769204173995,0.6316415379950423,0.5182160070911476,37.0,1.0,Permanent-Medium,2,0.31695060185489704,0.34547128856146814,0.3375781095836348,76.015,74.746,SOFT,2.0,Q2
GAS,Alpine,2024,Hungarian Grand Prix,Hungaroring,4122.248439558155,14.0,0.0033962048152295,2.938999999999993,1.4804999999999957,-0.005500000000004945,1.8344999999999985,0.05,0.0,0.05,3.789,0.204,3.5,29.8,67.0,0,0,-0.9990774397082004,-0.7429799002383637,-0.04760497628108983,150.0,1.0,Permanent-Slow,1,0.36526111096896346,0.3552183813934447,0.2795205076375918,78.166,75.227,SOFT,2.0,Q1
GAS,Alpine,2024,Italian Grand Prix,Monza,5261.551646812222,11.0,0.0020906380357711,1.4110000000000014,1.4804999999999957,-0.005500000000004945,1.3970000000000056,0.2,0.0,0.2,0.0,0.0,0.0,49.3,37.0,0,2,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,120.0,2.0,Permanent-Fast,2,0.3290024523768238,0.33767247145086576,0.33332507617231044,80.738,79.327,SOFT,5.0,Q2
GAS,Alpine,2024,Japanese Grand Prix,Suzuka,5650.500064177964,18.0,0.0031855587639248,1.921999999999997,1.4804999999999957,-0.005500000000004945,1.3970000000000056,0.05,0.0,0.05,0.29600000000000004,0.266,0.0,26.7,56.0,0,2,0.8597424407340858,0.3567172503483611,-0.29893057527368244,50.0,2.0,Permanent-Fast,1,0.3491827472564054,0.4512034088261077,0.19961384391748688,90.119,88.197,SOFT,2.0,Q1
GAS,Alpine,2024,Las Vegas Grand Prix,Las Vegas,6353.0,14.0,0.0022036832992287,0.35200000000000387,1.4804999999999957,-0.005500000000004945,1.054000000000002,0.1,0.0,0.1,0.528,0.528,0.0,13.6,26.0,1,2,1.7141965277960156,-0.7429799002383637,-1.4704238825178961,600.0,2.0,Street-Fast,3,0.2829793663126996,0.33376500043166707,0.3832556332556332,92.664,92.312,SOFT,3.0,Q3
GAS,Alpine,2024,Mexico City Grand Prix,Hermanos Rodriguez,4309.0,17.0,0.0039452309120445,0.945999999999998,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.05,0.0,0.05,0.09400000000000006,0.09400000000000006,0.0,35.3,42.0,0,1,-0.7719306088718323,0.0817929627016799,0.6074479515566137,2240.0,2.0,Permanent-Medium,3,0.3566040680434896,0.38476044321906056,0.25863548873744996,76.892,75.946,SOFT,2.0,Q3
GAS,Alpine,2024,Miami Grand Prix,Miami,5412.0,19.0,0.003510716925351,0.7349999999999994,1.4804999999999957,-0.005500000000004945,0.8939999999999912,0.05,0.0,0.05,0.03,0.0,0.0,47.2,56.0,1,1,0.5696536532341541,0.6316415379950423,0.08902148545382091,3.0,3.0,Street-Medium,3,0.33343184504864964,0.38197917613894694,0.28458897881240336,87.976,87.241,SOFT,2.0,Q3
GAS,Alpine,2024,Monaco Grand Prix,Monaco,2982.89347053333,19.0,0.0063696542259026,0.6260000000000048,1.4804999999999957,-0.005500000000004945,1.2900000000000063,0.1,0.0,0.1,0.055,0.0,0.0,43.1,61.0,1,0,-2.3848804273745277,0.6316415379950423,3.5000710878223424,10.0,1.0,Street-Slow,3,0.26067761227713837,0.47186018957345977,0.2674621981494019,70.896,70.27,SOFT,3.0,Q3
GAS,Alpine,2024,Qatar Grand Prix,Losail,5380.0,16.0,0.0029739776951672,0.9170000000000016,1.4804999999999957,-0.005500000000004945,1.1839999999999975,0.1,0.0,0.1,0.418,0.368,0.0,21.6,60.0,0,1,0.5307318976698825,-0.1931313249450013,-0.5513717604354108,20.0,2.0,Permanent-Medium,2,0.36914424647273353,0.33844566965875467,0.29241008386851186,81.437,80.52,SOFT,3.0,Q2
