Driver,Team,Year,Event,DriverNumber,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m,SessionAvgSpeedST,PoleLapTime,GapToPole,SpeedClassNum,IsStreetCircuit,CircuitArchetype,TeamYearStrength,TeamCircuitStrength,DriverDelta,DriverSkillDelta,CompoundPenalty,TyreLifePenalty,TyreConditionScore,TrackTempPenalty,RainfallPenalty,HumidityPenalty,WeatherGripPenalty,NormTrackLength,NormNumCorners,NormCornerDensity,QualiSegmentNum,Sector1Time_s,Sector2Time_s,Sector3Time_s,S1_share,S2_share,S3_share,DriverCircuitAffinity,RelSpeedST,TeamChange,Rolling3Form,YoYImprovement,SampleWeight
AIT,Williams,2020,Sakhir Grand Prix,89.0,0 days 00:00:54.892000,8.0,0 days 00:00:19.037000,0 days 00:00:19.258000,0 days 00:00:16.597000,SOFT,2.0,True,3.0,290.0,271.0,295.0,338.0,1.0,True,0 days 00:31:03.422000,Q,54.892,0 days 00:31:18.933000,24.2,76.7,1012.0,False,26.8,206.0,0.5,Q1,1.0,Bahrain International,Bahrain,Permanent,35.0,2.0,Medium,5006.652008539475,15.0,0.0029960140977275,305.8343408970475,299.37931034482756,53.377,1.5150000000000006,1.0,0,Permanent-Medium,2.551000000000009,2.3445000000000036,0.04800000000000182,0.04800000000000182,0.0,0.05,0.05,0.264,0.0,0.1335,0.3975,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,1,19.037,19.258,16.597,0.34680827807330755,0.35083436566348464,0.30235735626320775,1.5150000000000006,38.62068965517244,0,1.2600000000000051,0.0,1.5
ALB,RB,2019,Australian Grand Prix,23.0,0 days 00:01:22.636000,13.0,0 days 00:00:27.410000,0 days 00:00:22.368000,0 days 00:00:32.858000,SOFT,2.0,True,4.0,284.0,290.0,299.0,322.0,1.0,True,0 days 00:54:24.901000,Q,82.636,0 days 00:53:57.247000,22.9,69.8,1016.6,False,36.4,158.0,2.0,Q2,1.0,Albert Park,Australia,Street,31.0,2.0,Medium,4843.53245567963,14.0,0.0028904523977295,343.1039358333313,309.36538461538464,80.486,2.1499999999999915,1.0,1,Street-Medium,1.8175000000000026,2.0874999999999915,0.0625,0.09000000000000341,0.0,0.05,0.05,0.07200000000000004,0.0,0.09899999999999999,0.17100000000000004,-0.12177618446144439,-0.7429799002383637,-0.6510272976721347,2,27.41,22.368,32.858,0.3316956290236701,0.2706810591025703,0.3976233118737596,1.2149999999999892,12.634615384615358,0,0.9030000000000058,0.0,1.0
ALB,RB,2019,Austrian Grand Prix,23.0,0 days 00:01:04.665000,11.0,0 days 00:00:16.268000,0 days 00:00:28.646000,0 days 00:00:19.751000,SOFT,5.0,False,3.0,320.0,243.0,288.0,314.0,1.0,True,0 days 00:45:14.422000,Q,64.665,0 days 00:44:48.829000,30.2,25.2,941.8,False,50.3,65.0,0.8,Q2,1.0,Red Bull Ring,Austria,Permanent,700.0,2.0,Fast,3999.68196710701,10.0,0.0025001987863632,391.8909347110944,284.93959731543623,63.003,1.6620000000000061,2.0,0,Permanent-Fast,1.8175000000000026,1.7150000000000034,-0.3294999999999959,0.09000000000000341,0.0,0.2,0.2,0.0,0.0,0.0,0.0,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,2,16.268,28.646,19.751,0.25157349416222063,0.44299079873192604,0.3054357071058532,1.4550000000000054,37.06040268456377,0,1.5264999999999986,0.0,1.0
ALB,RB,2019,Azerbaijan Grand Prix,23.0,0 days 00:01:42.154000,7.0,0 days 00:00:35.812000,0 days 00:00:41.341000,0 days 00:00:25.001000,SOFT,2.0,True,2.0,208.0,237.0,335.0,313.0,1.0,True,0 days 00:28:58.088000,Q,102.154,0 days 00:29:27.131000,16.5,68.6,1023.6,False,35.8,210.0,1.2,Q2,1.0,Baku City,Azerbaijan,Street,28.0,2.0,Fast,4978.250124294395,20.0,0.0040174759203837,246.1587014542076,306.7483870967742,100.495,1.6589999999999918,2.0,1,Street-Fast,1.8175000000000026,1.4224999999999923,0.2365000000000066,0.09000000000000341,0.0,0.05,0.05,0.08400000000000006,0.0,0.09299999999999997,0.17700000000000005,0.042081570788943895,0.9065658256417235,0.6936447726344993,2,35.812,41.341,25.001,0.3505687491434501,0.4046929146191045,0.24473833623744545,1.6589999999999918,6.251612903225805,0,1.5716666666666679,0.0,1.0
ALB,RB,2019,Bahrain Grand Prix,23.0,0 days 00:01:29.513000,14.0,0 days 00:00:28.148000,0 days 00:00:38.865000,0 days 00:00:22.500000,SOFT,2.0,True,5.0,246.0,268.0,291.0,324.0,1.0,True,0 days 00:53:40.256000,Q,89.513,0 days 00:53:30.167000,25.0,53.0,1010.5,False,28.4,39.0,1.3,Q2,1.0,Bahrain International,Bahrain,Permanent,35.0,2.0,Medium,5006.652008539475,15.0,0.0029960140977275,305.8343408970475,311.08045977011494,87.866,1.6470000000000056,1.0,0,Permanent-Medium,1.8175000000000026,1.816999999999993,-0.1705000000000041,0.09000000000000341,0.0,0.05,0.05,0.23200000000000004,0.0,0.015,0.24700000000000005,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,2,28.148,38.865,22.5,0.31445711796051967,0.4341827444058405,0.2513601376336398,1.3024999999999949,12.919540229885058,0,1.8236666666666632,0.0,1.0
ALB,RB,2019,British Grand Prix,23.0,0 days 00:01:26.345000,23.0,0 days 00:00:27.746000,0 days 00:00:34.987000,0 days 00:00:23.612000,SOFT,4.0,True,6.0,316.0,270.0,252.0,329.0,1.0,True,0 days 01:14:10.799000,Q,86.345,0 days 01:14:04.895000,19.2,68.0,1005.2,False,29.4,34.0,1.8,Q3,1.0,Silverstone,UK,Permanent,140.0,2.0,Fast,5729.156782444218,18.0,0.003141823602237,308.38119142432896,309.45061728395063,85.093,1.2519999999999953,2.0,0,Permanent-Fast,1.8175000000000026,1.7150000000000034,-0.1880000000000024,0.09000000000000341,0.0,0.15000000000000002,0.15000000000000002,0.21200000000000002,0.0,0.09,0.30200000000000005,0.9554129895418016,0.3567172503483611,-0.3511117846537936,3,27.746,34.987,23.612,0.3213388152180207,0.40520006948867915,0.27346111529330014,1.4550000000000054,19.549382716049365,0,1.6960000000000026,0.0,1.0
ALB,RB,2019,Canadian Grand Prix,23.0,0 days 00:01:12.020000,6.0,0 days 00:00:20.001000,0 days 00:00:22.934000,0 days 00:00:29.085000,SOFT,2.0,True,2.0,260.0,282.0,296.0,324.0,1.0,True,0 days 00:29:17.342000,Q,72.02,0 days 00:28:51.339000,22.5,22.4,1022.2,False,47.5,347.0,1.8,Q2,1.0,Gilles Villeneuve,Canada,Permanent,22.0,2.0,Medium,3927.405044134453,14.0,0.0035646947138566,283.5726195795773,289.2097902097902,70.24,1.7800000000000011,1.0,0,Permanent-Medium,1.8175000000000026,1.816999999999993,0.04949999999999477,0.09000000000000341,0.0,0.05,0.05,0.0,0.0,0.0,0.0,-1.2360664087705144,-0.7429799002383637,0.15342335743024896,2,20.001,22.934,29.085,0.2777145237434046,0.31843932241044154,0.4038461538461538,1.3024999999999949,38.790209790209815,0,1.5643333333333327,0.0,1.0
ALB,RB,2019,French Grand Prix,23.0,0 days 00:01:30.461000,13.0,0 days 00:00:22.741000,0 days 00:00:27.863000,0 days 00:00:39.857000,SOFT,2.0,True,4.0,115.0,289.0,298.0,340.0,1.0,True,0 days 00:54:05.973000,Q,90.461,0 days 00:53:57.056000,26.5,42.1,965.0,False,54.4,350.0,3.1,Q2,1.0,Paul Ricard,France,Permanent,40.0,3.0,Fast,5247.8799638259,15.0,0.0028582970844219,343.1152226897838,309.4852941176471,88.319,2.141999999999996,2.0,0,Permanent-Fast,1.8175000000000026,1.7150000000000034,-0.5514999999999901,0.09000000000000341,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.37003365538516214,-0.4680556125916825,-0.6893923813172924,2,22.741,27.863,39.857,0.2513901018118305,0.30801118714142006,0.4405987110467494,1.4550000000000054,30.514705882352928,0,1.1546666666666663,0.0,1.0
ALB,RB,2019,German Grand Prix,23.0,0 days 00:01:13.461000,5.0,0 days 00:00:15.816000,0 days 00:00:35.341000,0 days 00:00:22.304000,SOFT,5.0,True,1.0,213.0,263.0,269.0,327.0,12.0,True,0 days 00:24:50.937000,Q,73.461,0 days 00:24:54.864000,28.2,52.0,990.3,False,43.2,73.0,1.9,Q1,1.0,Hockenheimring,Germany,Permanent,100.0,2.0,Medium,4317.957322804004,17.0,0.0039370467860392,249.86215906413912,306.8411214953271,71.767,1.6940000000000026,1.0,0,Permanent-Medium,1.8175000000000026,1.816999999999993,0.1629999999999967,0.09000000000000341,0.0,0.2,0.2,0.0,0.0,0.01,0.01,-0.7610357736003405,0.0817929627016799,0.5976833233674174,1,15.816,35.341,22.304,0.21529791317842123,0.4810852016716353,0.3036168851499435,1.3024999999999949,33.158878504672884,0,1.7246666666666641,0.0,1.0
ALB,RB,2019,Hungarian Grand Prix,23.0,0 days 00:01:16.687000,10.0,0 days 00:00:27.675000,0 days 00:00:27.191000,0 days 00:00:21.821000,SOFT,2.0,True,3.0,278.0,255.0,261.0,306.0,1.0,True,0 days 00:43:03.957000,Q,76.687,0 days 00:43:10.416000,24.6,49.0,982.3,False,45.3,89.0,1.0,Q2,1.0,Hungaroring,Hungary,Permanent,150.0,1.0,Slow,4122.248439558155,14.0,0.0033962048152295,230.29459504961537,301.75409836065575,74.572,2.114999999999995,0.0,0,Permanent-Slow,1.8175000000000026,2.1174999999999926,-0.0024999999999977263,0.09000000000000341,0.0,0.05,0.05,0.0,0.0,0.0,0.0,-0.9990774397082004,-0.7429799002383637,-0.04760497628108983,2,27.675,27.191,21.821,0.3608825485414738,0.354571178948192,0.28454627251033426,2.114999999999995,8.245901639344254,0,1.8719999999999999,0.0,1.0
ALB,RB,2019,Monaco Grand Prix,23.0,0 days 00:01:11.429000,22.0,0 days 00:00:18.809000,0 days 00:00:33.714000,0 days 00:00:18.906000,SOFT,4.0,True,4.0,220.0,206.0,273.0,284.0,1.0,True,0 days 00:53:37.602000,Q,71.429,0 days 00:53:40.966000,21.4,63.9,1014.3,False,41.5,134.0,1.6,Q3,1.0,Monaco,Monaco,Street,10.0,1.0,Slow,2982.89347053333,19.0,0.0063696542259026,155.08342582215062,270.3088803088803,70.166,1.2630000000000052,0.0,1,Street-Slow,1.8175000000000026,1.8725000000000023,0.07900000000000773,0.09000000000000341,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.06949999999999999,0.06949999999999999,-2.3848804273745277,0.6316415379950423,3.5000710878223424,3,18.809,33.714,18.906,0.26332442005347967,0.47199316804099173,0.26468241190552855,1.228500000000004,15.691119691119695,0,0.6930000000000026,0.0,1.0
ALB,RB,2019,Spanish Grand Prix,23.0,0 days 00:01:17.445000,13.0,0 days 00:00:21.796000,0 days 00:00:28.801000,0 days 00:00:26.848000,SOFT,2.0,True,4.0,288.0,304.0,285.0,320.0,1.0,True,0 days 00:53:42.339000,Q,77.445,0 days 00:53:54.954000,21.4,57.0,1004.5,False,35.7,180.0,2.1,Q2,1.0,Barcelona-Catalunya,Spain,Permanent,110.0,1.0,Medium,4348.990357163425,16.0,0.003679014825509,234.62367931817408,310.90909090909093,75.406,2.0389999999999873,1.0,0,Permanent-Medium,1.8175000000000026,1.816999999999993,0.10099999999999909,0.09000000000000341,0.0,0.05,0.05,0.08599999999999995,0.0,0.035,0.12099999999999995,-0.7232901430454965,-0.1931313249450013,0.28982074233246696,2,21.796,28.801,26.848,0.28143844018335595,0.37188972819420235,0.34667183162244175,1.3024999999999949,9.090909090909065,0,3.3420000000000036,0.0,1.0
ALB,Red Bull Racing,2019,Abu Dhabi Grand Prix,23.0,0 days 00:01:35.682000,17.0,0 days 00:00:17.063000,0 days 00:00:40.942000,0 days 00:00:37.677000,SOFT,2.0,True,5.0,287.0,319.0,222.0,320.0,1.0,True,0 days 01:06:44.124000,Q,95.682,0 days 01:06:42.804000,25.3,66.7,1016.7,False,28.3,255.0,2.0,Q3,1.0,Yas Marina,UAE,Permanent,10.0,2.0,Medium,5333.449274375974,21.0,0.0039374144047628,246.1281100296099,309.96078431372547,94.779,0.9030000000000058,1.0,0,Permanent-Medium,0.7139999999999986,0.7605000000000004,0.2715000000000032,0.09000000000000341,0.0,0.05,0.05,0.23399999999999999,0.0,0.08350000000000002,0.3175,0.4741120237924506,1.1814901132884046,0.59812193588988,3,17.063,40.942,37.677,0.17833030246023288,0.42789657406826787,0.3937731234714994,1.3024999999999949,14.039215686274531,0,1.2600000000000051,0.0,1.0
ALB,Red Bull Racing,2019,Belgian Grand Prix,23.0,0 days 00:01:45.528000,3.0,0 days 00:00:31.214000,0 days 00:00:45.344000,0 days 00:00:28.970000,SOFT,3.0,False,2.0,330.0,203.0,220.0,307.0,1.0,True,0 days 00:33:16.547000,Q,105.528,0 days 00:33:10.540000,29.0,36.9,964.3,False,41.3,182.0,2.9,Q2,1.0,Spa-Francorchamps,Belgium,Permanent,300.0,2.0,Fast,6775.131165030146,19.0,0.0028043737511782,354.919340043483,305.6363636363636,102.519,3.0090000000000003,2.0,0,Permanent-Fast,0.7139999999999986,0.7870000000000061,0.9189999999999969,0.09000000000000341,0.0,0.1,0.1,0.0,0.0,0.0,0.0,2.227636715963657,0.6316415379950423,-0.7537292817396346,2,31.214,45.344,28.97,0.2957887953907968,0.4296869077401259,0.2745242968690774,1.4550000000000054,2.363636363636374,0,1.6560000000000012,0.0,1.0
ALB,Red Bull Racing,2019,Brazilian Grand Prix,23.0,0 days 00:01:07.935000,10.0,0 days 00:00:17.654000,0 days 00:00:34.384000,0 days 00:00:15.897000,SOFT,2.0,True,3.0,326.0,268.0,325.0,327.0,1.0,True,0 days 01:07:07.183000,Q,67.935,0 days 01:06:52.061000,20.5,64.2,922.6,False,30.5,139.0,1.0,Q3,1.0,Interlagos,Brazil,Permanent,800.0,2.0,Medium,4309.0,15.0,0.0034810860988628,287.26666666666665,312.54716981132077,67.503,0.43200000000000216,1.0,0,Permanent-Medium,0.7139999999999986,0.7605000000000004,0.21600000000000819,0.09000000000000341,0.0,0.05,0.05,0.19,0.0,0.07100000000000002,0.261,-0.7719306088718323,-0.4680556125916825,0.05366841251622112,3,17.654,34.384,15.897,0.259866048428645,0.5061308603812468,0.23400309119010818,1.3024999999999949,14.45283018867923,0,2.104999999999999,0.0,1.0
ALB,Red Bull Racing,2019,Italian Grand Prix,23.0,0 days 00:01:20.021000,7.0,0 days 00:00:27.069000,0 days 00:00:26.561000,0 days 00:00:26.391000,SOFT,2.0,True,2.0,319.0,331.0,313.0,336.0,12.0,True,0 days 00:46:59.695000,Q,80.021,0 days 00:47:14.767000,23.1,52.4,992.7,False,38.5,178.0,2.0,Q3,1.0,Monza,Italy,Permanent,120.0,2.0,Fast,5261.551646812222,11.0,0.0020906380357711,436.9389384616605,313.48039215686276,79.307,0.7139999999999986,2.0,0,Permanent-Fast,0.7139999999999986,0.7870000000000061,0.0,0.09000000000000341,0.0,0.05,0.05,0.03,0.0,0.011999999999999993,0.041999999999999996,0.38666258986472024,-1.5677527631784072,-1.6053002230701332,3,27.069,26.561,26.391,0.3382737031529224,0.3319253695904826,0.32980092725659516,1.4550000000000054,29.519607843137237,0,1.9836666666666645,0.0,1.0
ALB,Red Bull Racing,2019,Japanese Grand Prix,23.0,0 days 00:01:27.851000,18.0,0 days 00:00:30.597000,0 days 00:00:39.634000,0 days 00:00:17.620000,SOFT,2.0,True,7.0,280.0,309.0,269.0,306.0,1.0,True,0 days 01:30:17.447000,Q,87.851,0 days 01:30:17.565000,22.2,60.5,1008.4,False,38.1,290.0,2.8,Q3,1.0,Suzuka,Japan,Permanent,50.0,2.0,Fast,5650.500064177964,18.0,0.0031855587639248,289.1514270568326,298.6666666666667,87.064,0.7870000000000061,2.0,0,Permanent-Fast,0.7139999999999986,0.7870000000000061,0.0,0.09000000000000341,0.0,0.05,0.05,0.03799999999999997,0.0,0.0525,0.09049999999999997,0.8597424407340858,0.3567172503483611,-0.29893057527368244,3,30.597,39.634,17.62,0.34828288807184893,0.4511502430251221,0.200566868903029,1.4550000000000054,8.333333333333314,0,1.5076666666666654,0.0,1.0
ALB,Red Bull Racing,2019,Mexican Grand Prix,23.0,0 days 00:01:15.336000,14.0,0 days 00:00:26.979000,0 days 00:00:28.820000,0 days 00:00:19.537000,SOFT,2.0,True,4.0,320.0,300.0,258.0,344.0,1.0,True,0 days 01:06:33.943000,Q,75.336,0 days 01:06:29.531000,21.0,54.4,780.9,False,33.0,328.0,0.9,Q3,1.0,Hermanos Rodriguez,Mexico,Permanent,2240.0,2.0,Medium,4309.0,17.0,0.0039452309120445,253.4705882352941,327.3,74.758,0.578000000000003,1.0,0,Permanent-Medium,0.7139999999999986,0.7605000000000004,0.2890000000000015,0.09000000000000341,0.0,0.05,0.05,0.14,0.0,0.021999999999999992,0.162,-0.7719306088718323,0.0817929627016799,0.6074479515566137,3,26.979,28.82,19.537,0.35811564192417966,0.382552829988319,0.2593315280875013,1.3024999999999949,17.69999999999999,0,1.2053333333333331,0.0,1.0
ALB,Red Bull Racing,2019,Russian Grand Prix,23.0,0 days 00:01:39.197000,2.0,0 days 00:00:34.462000,0 days 00:00:32.229000,0 days 00:00:32.506000,SOFT,2.0,True,1.0,269.0,326.0,135.0,314.0,12.0,True,0 days 00:19:58.431000,Q,99.197,0 days 00:20:11.446000,22.1,61.4,1016.2,False,31.3,178.0,2.5,Q1,1.0,Sochi Autodrom,Russia,Permanent,5.0,2.0,Medium,5760.2985642132535,18.0,0.0031248380269432,312.85365949038703,299.90909090909093,91.628,7.569000000000003,1.0,0,Permanent-Medium,0.7139999999999986,0.7605000000000004,3.4435000000000002,0.09000000000000341,0.0,0.05,0.05,0.174,0.0,0.056999999999999995,0.23099999999999998,0.993290890099623,0.3567172503483611,-0.37137758056360215,1,34.462,32.229,32.506,0.34740969989011766,0.32489893847596196,0.3276913616339204,1.3024999999999949,14.090909090909065,0,0.8760000000000048,0.0,1.0
ALB,Red Bull Racing,2019,Singapore Grand Prix,23.0,0 days 00:01:37.411000,15.0,0 days 00:00:26.801000,0 days 00:00:37.513000,0 days 00:00:33.097000,SOFT,2.0,True,5.0,313.0,283.0,260.0,303.0,1.0,True,0 days 01:14:07.046000,Q,97.411,0 days 01:14:05.673000,29.9,61.0,1010.1,False,33.7,223.0,1.2,Q3,1.0,Marina Bay,Singapore,Street,10.0,1.0,Slow,4956.5492831458605,23.0,0.0046403250903221,206.4655635414754,297.3398058252427,96.217,1.1940000000000026,0.0,1,Street-Slow,0.7139999999999986,0.7355000000000018,0.2990000000000066,0.09000000000000341,0.0,0.05,0.05,0.12599999999999995,0.0,0.055,0.18099999999999994,0.01568673220387009,1.731338688581767,1.436777339075894,3,26.801,37.513,33.097,0.2751331985094086,0.3851002453521676,0.3397665561384238,1.228500000000004,5.660194174757294,0,3.1366666666666703,0.0,1.0
ALB,Red Bull Racing,2019,United States Grand Prix,23.0,0 days 00:01:32.548000,10.0,0 days 00:00:24.847000,0 days 00:00:37.092000,0 days 00:00:30.609000,SOFT,2.0,True,3.0,245.0,196.0,215.0,322.0,1.0,True,0 days 01:06:42.177000,Q,92.548,0 days 01:06:14.184000,20.6,24.8,1008.1,False,25.9,98.0,1.3,Q3,1.0,COTA,USA,Permanent,230.0,3.0,Fast,5337.916050454483,20.0,0.0037467805433727,246.57822310725783,308.1320754716981,92.029,0.5190000000000055,2.0,0,Permanent-Fast,0.7139999999999986,0.7870000000000061,0.2259999999999991,0.09000000000000341,0.0,0.05,0.05,0.28200000000000003,0.0,0.0,0.28200000000000003,0.4795449852514533,0.9065658256417235,0.37067324124127227,3,24.847,37.092,30.609,0.2684768984743052,0.4007866188356312,0.33073648269006356,1.4550000000000054,16.8679245283019,0,3.600666666666664,0.0,1.0
ALB,Red Bull Racing,2020,70th Anniversary Grand Prix,23.0,0 days 00:01:26.642000,11.0,0 days 00:00:27.732000,0 days 00:00:35.227000,0 days 00:00:23.683000,MEDIUM,2.0,True,4.0,309.0,272.0,253.0,328.0,1.0,True,0 days 00:54:12.492000,Q,86.642,0 days 00:54:24.815000,25.8,54.3,1003.5,False,39.9,14.0,4.0,Q3,1.0,Silverstone,UK,Permanent,140.0,2.0,Fast,5729.156782444218,18.0,0.003141823602237,308.38119142432896,318.3263157894737,85.154,1.4879999999999995,2.0,0,Permanent-Fast,0.7335000000000065,0.9170000000000016,0.2330000000000041,0.28999999999999204,0.4,0.05,0.45,0.0020000000000000287,0.0,0.021499999999999988,0.023500000000000017,0.9554129895418016,0.3567172503483611,-0.3511117846537936,3,27.732,35.227,23.683,0.3200757138570208,0.40658110385263496,0.2733431822903442,1.4550000000000054,9.67368421052629,1,1.2600000000000051,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Abu Dhabi Grand Prix,23.0,0 days 00:01:35.571000,11.0,0 days 00:00:17.058000,0 days 00:00:40.847000,0 days 00:00:37.666000,SOFT,2.0,True,4.0,288.0,320.0,228.0,321.0,1.0,True,0 days 01:06:18.529000,Q,95.571,0 days 01:06:19.117000,23.2,62.6,1016.4,False,27.5,284.0,1.4,Q3,1.0,Yas Marina,UAE,Permanent,10.0,2.0,Medium,5333.449274375974,21.0,0.0039374144047628,246.1281100296099,309.3478260869565,95.246,0.32500000000000284,1.0,0,Permanent-Medium,0.7335000000000065,0.6080000000000041,0.16249999999999432,0.28999999999999204,0.0,0.05,0.05,0.25,0.0,0.06300000000000001,0.313,0.4741120237924506,1.1814901132884046,0.59812193588988,3,17.058,40.847,37.666,0.17848510531437362,0.4273995249605006,0.3941153697251258,1.3024999999999949,11.652173913043498,1,1.4879999999999995,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Austrian Grand Prix,23.0,0 days 00:01:03.746000,11.0,0 days 00:00:16.167000,0 days 00:00:28.232000,0 days 00:00:19.347000,SOFT,2.0,True,3.0,320.0,255.0,289.0,318.0,1.0,True,0 days 00:51:37.205000,Q,63.746,0 days 00:51:48.047000,24.8,34.0,940.5,False,49.0,232.0,1.6,Q3,1.0,Red Bull Ring,Austria,Permanent,700.0,2.0,Fast,3999.68196710701,10.0,0.0025001987863632,391.8909347110944,296.5241935483871,62.939,0.8070000000000022,2.0,0,Permanent-Fast,0.7335000000000065,0.9170000000000016,0.13450000000000273,0.28999999999999204,0.0,0.05,0.05,0.0,0.0,0.0,0.0,-1.148155635993153,-1.8426770508250885,-1.1166459125389459,3,16.167,28.232,19.347,0.25361591315533527,0.4428826906786308,0.30350139616603394,1.4550000000000054,22.475806451612925,1,0.9065000000000012,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Bahrain Grand Prix,23.0,0 days 00:01:28.274000,17.0,0 days 00:00:27.926000,0 days 00:00:38.118000,0 days 00:00:22.230000,SOFT,2.0,True,7.0,246.0,272.0,293.0,320.0,1.0,True,0 days 01:21:48.929000,Q,88.274,0 days 01:21:33.440000,25.8,59.2,1016.2,False,27.2,314.0,1.0,Q3,1.0,Bahrain International,Bahrain,Permanent,35.0,2.0,Medium,5006.652008539475,15.0,0.0029960140977275,305.8343408970475,320.5,87.264,1.0100000000000051,1.0,0,Permanent-Medium,0.7335000000000065,0.6080000000000041,0.2980000000000018,0.28999999999999204,0.0,0.05,0.05,0.256,0.0,0.04600000000000001,0.30200000000000005,0.07662692066868529,-0.4680556125916825,-0.5250797315138804,3,27.926,38.118,22.23,0.31635589188209434,0.43181457733874073,0.25182953077916487,1.3024999999999949,3.5,1,0.8733333333333348,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Belgian Grand Prix,23.0,0 days 00:01:42.193000,8.0,0 days 00:00:30.313000,0 days 00:00:43.409000,0 days 00:00:28.471000,SOFT,2.0,True,3.0,330.0,219.0,228.0,309.0,1.0,True,0 days 00:54:02.923000,Q,102.193,0 days 00:54:15.599000,16.3,62.8,957.7,False,24.7,347.0,1.1,Q3,1.0,Spa-Francorchamps,Belgium,Permanent,300.0,2.0,Fast,6775.131165030146,19.0,0.0028043737511782,354.919340043483,307.7692307692308,101.252,0.9410000000000025,2.0,0,Permanent-Fast,0.7335000000000065,0.9170000000000016,0.20749999999999602,0.28999999999999204,0.0,0.05,0.05,0.306,0.0,0.06399999999999999,0.37,2.227636715963657,0.6316415379950423,-0.7537292817396346,3,30.313,43.409,28.471,0.2966250134549333,0.4247746910258041,0.2786002955192626,1.4550000000000054,1.2307692307692264,1,0.7140000000000034,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,British Grand Prix,23.0,0 days 00:01:26.545000,10.0,0 days 00:00:27.718000,0 days 00:00:34.998000,0 days 00:00:23.829000,SOFT,2.0,True,3.0,312.0,267.0,257.0,310.0,1.0,True,0 days 01:00:33.149000,Q,86.545,0 days 01:00:18.275000,22.6,54.1,997.7,False,39.8,199.0,4.5,Q2,1.0,Silverstone,UK,Permanent,140.0,2.0,Fast,5729.156782444218,18.0,0.003141823602237,308.38119142432896,302.35714285714283,84.303,2.2420000000000044,2.0,0,Permanent-Fast,0.7335000000000065,0.9170000000000016,0.6099999999999994,0.28999999999999204,0.0,0.05,0.05,0.004000000000000057,0.0,0.020500000000000008,0.024500000000000063,0.9554129895418016,0.3567172503483611,-0.3511117846537936,2,27.718,34.998,23.829,0.32027269050782836,0.404390779363337,0.27533653012883474,1.4550000000000054,10.642857142857167,1,0.9193333333333366,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Eifel Grand Prix,23.0,0 days 00:01:26.047000,14.0,0 days 00:00:27.964000,0 days 00:00:35.712000,0 days 00:00:22.371000,SOFT,2.0,True,5.0,270.0,242.0,257.0,310.0,1.0,True,0 days 01:10:41.708000,Q,86.047,0 days 01:10:47.396000,10.1,53.3,949.1,False,19.4,196.0,2.6,Q3,1.0,Hockenheimring,Germany,Permanent,100.0,2.0,Medium,4317.957322804004,17.0,0.0039370467860392,249.86215906413912,297.2421875,85.269,0.7779999999999916,1.0,0,Permanent-Medium,0.7335000000000065,0.6080000000000041,0.28999999999999204,0.28999999999999204,0.0,0.05,0.05,0.41200000000000003,0.0,0.016499999999999987,0.4285,-0.7610357736003405,0.0817929627016799,0.5976833233674174,3,27.964,35.712,22.371,0.32498518251653163,0.41502899578137536,0.25998582170209306,1.3024999999999949,14.7578125,1,1.3976666666666706,0.6429999999999936,1.5
ALB,Red Bull Racing,2020,Emilia Romagna Grand Prix,23.0,0 days 00:01:14.572000,20.0,0 days 00:00:23.825000,0 days 00:00:25.616000,0 days 00:00:25.131000,SOFT,2.0,True,6.0,276.0,253.0,272.0,311.0,1.0,True,0 days 01:13:20.646000,Q,74.572,0 days 01:13:28.199000,18.9,67.7,1018.0,False,24.1,87.0,1.7,Q3,1.0,Imola,Italy,Permanent,37.0,1.0,Medium,4909.0,19.0,0.003870442045223,258.3684210526316,311.0,73.609,0.9630000000000081,1.0,0,Permanent-Medium,0.7335000000000065,0.6080000000000041,0.1980000000000075,0.28999999999999204,0.0,0.05,0.05,0.318,0.0,0.08850000000000001,0.40650000000000003,-0.04214769204173995,0.6316415379950423,0.5182160070911476,3,23.825,25.616,25.131,0.31948988896636804,0.34350694630692485,0.33700316472670705,1.3024999999999949,0.0,1,1.320333333333333,0.6429999999999936,1.5
